squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,hasStorageRoom,hasGuestRoom,price
66274,25,0,0,21014,7,7,2005,1,1,2,6632910.5
67125,40,0,1,56277,9,9,1993,0,1,6,6717281.3
72239,23,0,0,35957,2,3,1993,0,0,0,7226199.3
71846,42,0,0,63410,2,7,2019,0,0,4,7185293.9
73190,67,1,1,72410,7,2,2001,1,1,10,7331191.1
20258,100,0,1,65857,10,9,2011,0,0,4,2033594.1
79176,5,0,0,29357,4,7,2016,1,1,4,7919191.6
54927,67,0,0,72810,10,6,1997,0,1,7,5494599.7
62960,39,1,1,19708,10,1,2013,0,1,0,6305088.3
7002,78,1,1,5743,8,2,1995,0,1,6,710140.5
65029,14,0,0,70177,2,10,2021,1,0,6,6507042.1
71876,43,0,1,5664,1,10,2019,0,0,9,7194841.9
81468,19,0,1,101,2,5,2009,1,1,0,8152781.9
80823,23,0,1,35676,9,9,2004,0,1,6,8088333.4
57132,74,1,0,23266,8,8,2014,1,1,10,5724484.4
29528,60,0,0,43738,2,4,2016,0,1,10,2954357.6
80759,34,1,1,9879,1,8,2009,0,1,2,8087126.9
94540,98,1,1,74321,2,1,2012,0,0,2,9460696.2
48070,2,0,0,27058,4,7,2013,1,1,2,4812736.3
8962,89,1,1,18341,10,5,2008,0,1,2,906747.8
41738,48,0,0,69479,10,8,2019,1,0,2,4176013.9
62314,96,1,1,93705,3,2,1997,1,0,0,6241387.7
50668,4,1,0,63562,1,10,2006,0,1,5,5071084.6
2725,13,1,0,27734,9,2,2014,1,1,1,280421.4
88205,20,1,0,1709,5,1,1998,0,1,0,8827584.8
51785,24,1,1,95974,8,2,2003,0,0,9,5191640.3
52284,59,0,1,77899,9,3,2013,1,0,2,5236681.3
77411,3,1,1,56306,6,8,2018,0,1,8,7746795.8
50875,65,1,1,42046,7,1,1991,0,1,7,5097157.1
5640,2,1,0,65731,2,2,2018,1,0,0,567329.8
4371,73,1,0,73779,4,2,2020,1,1,7,440119.0
98257,19,0,0,23015,1,2,2001,1,0,3,9828903.1
90499,27,1,1,29136,1,7,1997,0,1,3,9057504.7
622,81,0,0,26475,1,2,2010,1,1,2,63977.0
40777,39,1,0,76888,8,7,1993,0,1,9,4085326.3
1008,4,0,0,60193,8,6,2005,1,0,6,102749.5
57718,14,1,0,51111,1,4,1993,0,0,1,5781612.3
17167,90,0,1,27107,3,3,2004,0,0,6,1722105.4
46131,39,0,1,71484,8,9,2013,1,1,0,4616542.3
40567,56,1,0,40296,3,3,2001,1,1,8,4065377.1
77151,59,0,1,42620,1,3,2016,1,0,9,7718218.6
94943,96,0,1,48388,9,10,1991,0,1,1,9497260.1
31179,87,1,0,50388,6,5,2008,1,0,3,3126446.8
80693,79,1,0,32876,4,4,2018,1,0,2,8078843.8
16145,57,1,1,40052,3,10,2008,0,0,8,1624354.8
9678,10,1,0,40138,5,9,2008,0,1,5,971236.8
73554,81,0,0,49263,9,2,2004,0,0,4,7358902.4
6914,33,0,1,82175,10,1,1996,0,0,10,697528.6
2995,85,0,1,4058,3,3,2019,1,1,10,303184.9
68245,23,0,0,51134,1,1,2005,1,1,9,6827724.5
52649,43,0,1,1438,8,7,2004,0,1,7,5272349.4
39040,42,0,0,50833,3,8,2009,1,0,3,3905700.9
33936,95,1,1,31995,4,8,2018,0,1,9,3406131.8
18762,97,1,0,14066,8,5,1991,1,1,6,1880746.1
40952,58,1,1,39209,10,10,2004,1,1,0,4104641.4
90404,26,1,1,34570,4,4,2004,0,0,4,9048377.4
94947,30,1,0,58828,6,2,2000,1,0,9,9501779.0
81866,45,1,0,86728,8,5,2007,1,0,8,8192664.7
49909,3,0,1,95154,3,6,2006,0,1,2,4994456.6
31042,52,1,1,47469,8,3,2017,0,1,0,3111504.7
35810,65,0,1,92588,7,9,2001,1,0,4,3589881.1
2985,53,1,0,38448,4,2,2011,0,0,1,301138.1
63693,2,1,0,25571,2,9,2005,0,1,5,6375077.5
94754,53,0,0,46731,10,10,2010,0,1,5,9481349.0
15162,41,1,0,27553,2,4,2012,1,1,6,1521757.2
32956,2,1,1,53020,2,8,1993,1,1,2,3305549.3
96224,16,0,1,90382,2,10,1990,0,0,7,9627880.0
86806,78,0,0,98660,6,9,2001,1,0,0,8683516.1
42537,43,0,0,63714,5,2,2010,0,0,4,4256423.0
77045,29,0,1,58364,1,4,2013,0,1,9,7708578.3
76912,77,1,0,55684,2,2,2005,0,1,2,7695798.5
33814,70,0,1,64240,8,6,2014,0,1,4,3390442.4
4052,14,1,1,63495,1,3,2002,0,0,0,416251.2
634,64,0,1,40942,4,6,1990,1,1,3,66144.0
32325,98,0,1,21366,4,1,2009,0,1,3,3237949.9
59348,69,0,0,88591,1,8,1995,0,0,3,5939099.5
40148,80,0,1,70710,9,10,2003,1,0,4,4023820.3
62064,33,1,1,91044,6,1,2007,0,1,6,6216761.7
23172,83,0,0,1700,5,5,2015,0,0,2,2319447.5
80277,78,1,1,18203,10,9,2019,1,1,7,8038200.9
62236,45,0,0,25507,7,6,2011,1,0,8,6224903.1
58110,7,1,1,58173,5,3,2003,1,0,4,5814953.3
99952,41,1,0,51336,10,7,2000,1,1,9,9998411.0
9780,95,0,1,64087,9,7,1992,0,0,10,982222.2
26230,91,1,1,3120,3,6,2005,1,0,0,2630871.5
44509,50,1,0,15041,3,3,2005,0,0,6,4454810.5
94182,78,0,1,98821,6,2,2005,1,0,3,9426417.5
28309,57,0,1,77489,9,2,2009,1,1,7,2838029.9
98710,68,1,0,95125,1,5,1994,0,1,4,9877813.4
6362,94,1,0,50935,6,2,1994,1,0,3,644794.4
21857,93,1,0,35864,6,4,2006,1,0,5,2191307.6
60064,57,1,0,56516,9,4,2015,1,0,1,6014103.5
41526,16,1,0,73909,9,1,2014,0,1,2,4163200.4
65163,42,0,1,6352,5,1,2018,1,1,8,6521655.8
38355,80,1,1,75266,8,7,1992,0,0,3,3840740.2
8020,80,0,1,33659,8,2,2012,0,0,7,810755.2
95780,86,0,1,28608,8,3,2011,1,0,0,9583143.1
63267,74,1,0,67149,5,6,2007,0,0,3,6335282.7
69314,16,1,1,86189,8,7,2020,1,1,1,6940209.0
37781,12,0,0,85968,6,9,2010,1,0,4,3781636.0
77210,59,1,1,49742,7,3,1999,0,0,5,7729101.9
50792,60,0,1,34603,9,5,2021,1,1,8,5089100.1
98934,70,0,1,75485,5,3,1993,1,0,10,9902124.3
74265,33,1,0,79197,5,10,2014,1,1,6,7437378.4
93180,87,1,0,30932,4,1,2006,0,1,9,9324362.6
4809,39,0,1,80898,8,7,2003,0,0,6,484933.3
91673,4,0,0,57310,1,2,2011,0,0,4,9170900.1
13027,58,0,1,39083,1,7,2011,1,0,10,1306637.1
40010,53,0,1,1072,5,1,1992,0,1,7,4006702.2
86019,21,0,0,68445,9,9,2014,0,1,9,8611760.4
65427,85,0,0,74753,3,7,2013,0,1,8,6544509.3
52202,5,0,0,75463,10,4,2010,1,0,7,5225648.0
85345,61,1,1,89296,5,3,1995,0,1,1,8541574.5
7472,14,0,1,79447,10,3,1991,0,0,10,753639.1
60167,16,1,0,53016,4,3,2014,0,1,8,6023926.4
822,31,0,1,68151,4,9,1994,1,1,0,86104.4
17889,58,1,0,21451,7,9,2012,0,0,0,1797252.2
78122,61,0,0,13779,6,5,2018,0,1,7,7815968.8
39831,51,1,0,41611,2,7,2013,1,0,2,3989679.3
67947,11,0,0,42304,9,10,2000,0,0,5,6798431.0
90265,45,0,0,99372,3,1,1990,0,1,6,9026973.0
21522,93,0,1,25640,8,8,2008,0,1,4,2157060.8
79298,57,0,1,58496,6,3,2007,0,1,4,7935780.7
6481,86,1,1,13724,10,10,2017,1,1,9,660339.7
87204,87,0,0,77296,3,1,2007,1,0,4,8729160.7
19526,16,0,1,29130,8,2,1999,1,1,0,1962173.9
61527,63,0,0,693,10,6,2007,1,1,0,6157867.7
52141,9,0,0,66739,9,4,2010,1,1,6,5215581.0
45370,56,1,1,80545,7,5,2011,1,0,9,4545472.1
38511,71,0,0,72402,5,3,2005,0,0,3,3852614.5
54462,3,1,1,36807,2,5,2001,0,0,7,5458103.1
83847,31,0,0,14048,7,3,2008,0,1,9,8386564.8
70213,9,0,1,15250,6,8,1991,0,1,2,7025651.1
22328,37,1,1,87860,4,6,2008,1,1,6,2243514.8
72870,25,1,1,9417,7,7,2007,0,0,7,7293420.7
34980,16,1,1,27775,3,8,2016,1,0,3,3507649.6
73136,77,1,0,95018,9,9,2006,1,0,4,7325694.6
90087,29,0,1,89232,8,3,1995,1,1,8,9015048.5
16714,61,0,1,38726,6,6,1998,1,0,9,1675672.8
52455,54,0,1,59026,6,1,2021,1,1,7,5250717.1
10817,97,0,1,90537,4,9,2000,1,0,7,1087354.0
95367,11,0,0,28317,4,10,2000,0,0,10,9539232.0
94018,60,1,0,48357,10,3,2004,1,0,4,9414111.4
38947,91,0,0,27246,8,5,1996,1,1,4,3897019.6
46976,97,1,0,78116,3,1,2006,0,1,3,4705156.6
34673,52,0,1,35006,10,4,2001,0,1,0,3473056.1
17392,99,0,1,56448,1,4,2001,1,0,8,1745197.1
43359,82,0,1,18144,6,7,1991,0,1,10,4341769.1
32309,58,1,1,72557,6,9,2002,1,0,5,3242419.2
88352,61,1,1,76869,8,3,2017,1,0,7,8844632.7
50878,23,0,0,23705,4,3,2016,1,0,3,5089157.6
60886,15,0,0,43122,8,7,2005,1,0,2,6090272.5
63792,73,0,0,55470,7,3,2000,0,1,4,6381705.0
85215,25,0,1,88530,6,7,2000,0,0,6,8526942.0
80998,28,0,1,40469,5,3,1992,0,0,0,8107792.2
29250,3,0,1,88172,9,5,2015,1,1,5,2935648.5
37941,47,0,0,87324,4,1,2013,1,1,6,3796341.3
11242,14,1,0,20892,3,1,2000,1,1,3,1127009.0
91558,18,0,0,35744,3,1,1992,0,0,0,9158541.2
87819,30,0,0,61726,6,1,2006,0,0,6,8782664.6
10035,15,1,0,25665,4,5,2005,0,0,6,1006634.5
57676,66,0,0,40647,7,7,1991,1,0,2,5769101.1
20297,18,0,1,12687,4,9,2002,0,0,1,2035832.2
68006,63,0,1,62676,7,4,2010,0,1,7,6812540.0
48994,59,0,1,58825,7,9,1992,1,1,0,4904547.2
66738,7,1,0,32977,4,8,1995,1,1,9,6680395.5
22855,24,0,0,53779,2,9,2017,1,0,2,2289561.7
21196,34,0,1,22573,10,8,2004,1,1,7,2124683.4
36702,66,1,1,32804,5,3,2020,0,0,1,3678080.0
76612,28,1,1,12151,8,5,2000,0,0,7,7670470.0
22974,86,0,0,56343,10,10,2020,1,1,2,2300702.0
16348,12,0,1,10777,8,10,2008,0,1,3,1640404.8
50109,4,1,1,34622,5,1,2018,0,0,4,5019832.8
41759,49,0,1,50167,3,10,1995,1,1,4,4181321.5
19572,96,1,1,29717,4,1,2017,0,1,2,1969866.7
712,29,1,1,54360,3,8,2019,0,1,5,80879.9
88172,3,0,0,68305,7,7,2018,1,0,9,8818402.8
46944,65,1,1,89651,6,3,1995,0,0,8,4699401.5
79649,51,1,0,99430,9,8,2009,1,0,2,7976501.9
27488,63,1,0,83634,8,4,2004,1,1,3,2756731.4
10972,90,1,0,14059,6,10,2017,0,0,4,1105258.7
17797,13,0,1,19270,5,10,1992,0,1,10,1792290.2
16252,30,1,0,76233,8,7,1998,1,1,5,1630793.8
71603,39,1,1,80016,1,1,2010,0,0,7,7169029.0
87022,60,1,0,92083,1,6,2012,0,0,4,8707681.2
62289,32,0,1,80043,1,8,1998,1,0,3,6233774.8
5825,60,1,1,70226,7,2,2016,0,1,5,598186.6
85225,40,1,0,676,8,2,1993,0,0,9,8527022.3
5820,41,1,0,72073,1,4,2010,0,1,9,592006.0
90539,14,1,1,80556,1,3,2012,0,1,2,9069445.2
35233,53,1,1,39314,8,6,2000,0,1,0,3536738.0
98559,33,0,0,64991,3,2,1991,1,1,4,9862559.1
58056,17,0,1,66624,6,9,1998,0,1,7,5809089.8
91207,63,1,0,32233,8,7,2004,1,0,10,9126333.4
67923,20,1,0,10437,9,7,2018,1,1,10,6799955.8
12641,28,1,0,79661,4,9,1992,0,1,1,1272159.2
35691,53,1,1,4059,8,5,2016,1,1,7,3582171.6
48627,54,1,1,73386,8,2,2000,0,1,10,4871835.0
5183,31,0,1,44518,2,3,2013,0,0,6,521772.3
16631,68,0,0,69479,1,9,2003,1,0,10,1667835.3
18144,19,1,0,4275,6,5,2020,1,1,4,1819929.0
10586,27,1,1,92068,6,10,1991,1,1,3,1066983.1
64235,25,1,0,52299,4,10,1992,1,1,8,6431380.2
88584,15,1,1,6279,10,4,2011,0,0,5,8867048.1
2310,61,1,0,82910,6,4,2012,0,1,0,234237.2
55217,65,0,1,77123,4,7,2007,0,0,10,5526674.7
64539,20,0,0,55082,1,8,2002,0,0,9,6457482.2
90947,89,1,1,64161,2,6,2014,1,1,1,9103454.4
68837,41,1,0,1014,4,9,1997,0,0,4,6889494.7
60721,88,0,0,64469,1,6,2015,0,1,9,6073407.5
51459,49,1,0,22573,4,8,1992,0,0,4,5149505.2
12820,41,0,0,92510,1,8,2018,0,0,1,1283027.8
20734,34,0,1,74094,5,3,1995,1,0,7,2077771.5
91988,53,1,1,50808,6,4,2006,1,1,7,9206879.6
40286,85,0,1,21492,8,2,1993,0,1,9,4035154.3
10719,77,0,1,62278,9,2,2018,1,0,6,1076789.8
17783,28,0,0,24725,1,3,2003,1,1,8,1778779.3
72065,52,0,1,13673,1,2,2015,1,1,2,7210625.5
58626,55,0,1,19351,10,3,1993,0,0,1,5866206.3
13147,61,1,1,13638,7,2,1997,1,0,9,1326980.7
90304,95,1,1,5508,6,5,1990,0,0,5,9044776.0
80780,98,1,1,64928,7,8,2016,1,0,9,8088913.6
82301,20,0,0,92700,9,3,2012,0,1,6,8232053.2
78039,10,0,0,64775,1,9,2010,0,0,3,7804837.0
92783,37,0,1,92944,2,3,1996,1,1,7,9281484.6
67134,92,0,0,85242,9,1,1992,1,0,8,6719369.2
27792,11,1,1,25954,5,6,2007,1,1,2,2786854.7
96637,55,0,1,48473,4,6,2008,1,1,5,9667457.8
36877,89,1,0,70081,5,7,2008,0,1,0,3695191.8
88120,13,0,1,63068,3,5,2009,1,1,7,8816378.9
4385,55,1,1,98233,4,4,2006,0,0,5,445694.6
75903,20,0,1,96563,8,1,2010,1,0,7,7594699.0
1171,86,0,1,75784,10,3,1997,0,0,7,126268.7
44615,18,0,0,51005,7,4,2012,0,0,2,4465651.2
65543,81,1,1,50619,9,3,2008,0,1,3,6559662.8
17246,95,0,1,68125,4,9,2007,0,1,0,1728544.7
7236,30,0,0,56825,4,10,2003,0,0,5,725656.3
32078,91,0,0,66113,4,3,2012,1,1,5,3209311.2
82184,14,1,0,83771,10,4,2011,0,1,2,8221783.1
6686,43,0,1,65951,4,2,2020,1,0,0,675399.0
18536,7,0,0,35411,1,10,1994,1,0,2,1856793.4
52683,43,0,0,74566,5,9,2007,0,1,10,5274308.7
32286,69,1,1,16986,10,5,2008,0,0,2,3233772.8
34796,74,1,0,55362,1,9,2001,1,1,6,3483606.1
26669,69,0,1,49351,5,5,2009,0,0,9,2671083.9
47606,49,0,1,8451,2,4,2021,0,1,3,4763586.1
91435,61,1,0,8192,1,10,2019,1,0,8,9153666.9
889,53,1,0,3406,1,7,1999,1,1,10,92858.9
67511,24,0,1,65048,8,10,1996,1,1,4,6759802.6
52655,82,0,0,64588,4,4,1990,0,1,10,5266351.0
82432,43,0,0,7312,5,8,2015,1,0,0,8245134.5
75680,100,0,0,25496,5,2,2009,1,0,2,7572315.9
28543,26,1,0,63039,8,7,1990,1,1,10,2859167.0
66851,93,1,0,13012,5,4,1990,0,0,2,6691843.0
49031,37,1,1,24023,2,3,2020,1,1,3,4910323.0
71630,5,1,0,82464,1,4,1996,0,0,7,7169854.6
25362,76,0,1,15178,8,3,1995,1,0,9,2545732.5
87412,89,0,0,77240,2,7,2020,1,1,6,8745542.0
41057,22,0,0,7613,9,3,2014,1,1,3,4106731.4
93325,38,1,1,43015,9,10,2000,1,0,0,9346064.0
40330,49,0,0,23284,8,4,2008,0,1,7,4034416.8
5134,31,1,1,60391,1,4,1994,0,1,5,519772.4
93443,16,1,0,74734,9,3,2015,1,0,5,9349955.5
55558,74,0,1,66559,5,8,2020,1,0,8,5564448.0
61694,58,0,1,24345,2,7,2001,1,0,3,6172206.1
32713,97,0,0,91667,10,8,1990,1,0,1,3278723.0
9428,45,0,0,44951,9,10,1991,1,0,1,944839.1
92032,81,1,1,63227,10,1,2012,1,0,7,9212773.2
28091,77,1,0,11250,6,8,2005,1,0,4,2815613.5
54706,39,1,0,49697,4,2,2010,0,1,4,5475756.0
97429,13,1,1,22796,8,1,2021,0,1,6,9751706.1
7808,72,1,1,48436,1,9,2008,0,1,5,789027.8
60265,97,1,1,62899,1,9,1990,1,0,4,6033313.0
57850,32,0,0,32412,7,10,1993,0,1,10,5789083.3
72554,16,0,1,94523,8,5,2014,0,1,9,7268379.4
6966,21,0,1,568,3,3,2008,1,1,8,700650.8
79957,45,1,1,41031,9,1,2010,1,1,6,8003950.0
3629,4,0,1,50592,4,3,1991,1,1,9,369764.1
8732,25,0,0,90654,6,6,2021,0,1,7,876270.1
56514,33,0,0,14694,5,3,1991,1,0,1,5652969.1
20533,93,1,0,96947,9,9,2019,0,0,2,2056508.9
16625,27,0,0,57906,9,9,2014,1,0,7,1664023.4
12313,50,1,0,54497,1,4,2018,1,1,5,1240834.8
68052,4,0,0,66529,8,3,1992,0,0,8,6805894.2
35383,92,1,0,6641,10,10,2009,1,0,7,3548725.9
8977,51,0,1,6990,6,1,2015,0,0,9,905128.5
79356,46,0,1,58322,5,3,2001,1,1,1,7940419.1
67639,99,1,0,79091,2,6,2012,0,1,3,6768972.2
21145,70,0,0,1578,1,9,1997,1,1,8,2119485.7
26009,18,1,1,78438,2,6,1997,0,1,4,2606754.7
68580,4,0,1,64029,8,8,2017,0,0,5,6863504.7
88780,51,1,1,803,7,1,2016,0,0,0,8887352.6
72114,51,1,0,15113,9,5,1990,0,0,4,7215802.0
89756,47,1,0,59946,5,6,2018,0,1,1,8980810.8
1770,61,1,1,39153,2,5,2015,0,1,8,183765.5
20109,91,1,0,61429,2,5,1996,0,1,7,2017287.6
61067,99,1,1,7402,9,3,1993,0,0,2,6110904.3
30690,10,0,0,84667,7,6,2015,0,0,5,3072879.5
12161,11,1,0,51408,2,8,2005,1,1,0,1218405.5
47364,47,1,0,12097,10,7,1999,1,0,6,4739985.9
57066,20,0,1,37051,8,5,1991,1,0,3,5711304.1
97760,89,0,0,54535,9,1,2011,1,1,8,9780377.1
47476,85,1,1,8848,2,5,2020,0,1,2,4761612.0
32176,58,0,0,66885,1,1,1999,0,0,5,3220156.9
98547,17,1,1,76436,1,8,2001,0,0,8,9865243.1
86171,22,0,1,59194,1,7,2021,0,0,7,8621486.1
65711,20,1,1,68854,3,9,1992,1,1,9,6579419.2
73585,89,0,0,99940,5,3,1999,0,0,4,7359509.9
26665,68,1,0,97608,1,9,2001,0,1,10,2671587.1
69094,22,0,1,18938,4,8,2018,1,0,2,6919039.8
27538,9,1,1,86872,10,2,2000,1,0,5,2761292.0
64922,3,1,1,67211,4,5,2013,1,1,4,6500624.3
74600,64,0,0,90305,7,5,2014,1,1,1,7461192.4
56595,94,1,1,56319,1,10,2014,1,1,5,5664278.4
18037,91,0,0,38355,6,7,2009,1,0,5,1805824.9
56587,50,0,1,42357,4,10,2006,0,0,5,5670619.6
20105,98,0,1,7133,6,9,1999,0,1,4,2017609.9
46322,61,0,0,7924,3,5,2005,1,0,5,4632807.5
31301,13,1,1,48757,10,6,2018,1,1,8,3142338.8
91952,19,1,1,77480,5,9,2015,0,0,2,9207839.5
92948,46,0,0,15715,9,4,1997,0,1,1,9297047.7
66812,48,1,0,1843,6,8,2006,0,1,3,6687761.6
76424,37,0,1,44752,3,7,2021,1,0,8,7647871.1
14823,44,0,0,41581,10,4,1993,0,0,1,1484434.3
26682,7,1,1,55531,8,4,2001,1,1,8,2675367.1
12995,92,1,1,82253,3,7,1996,1,1,10,1305488.6
94789,23,0,1,31768,9,9,1992,1,1,8,9484024.2
34703,13,0,0,4516,3,6,2006,1,1,3,3476698.6
9691,20,1,0,94581,5,8,1996,0,1,10,978280.6
84118,15,0,1,92597,5,1,2006,0,1,2,8416992.6
39272,95,0,1,61459,10,2,2020,1,1,3,3936310.0
51037,100,0,1,28541,6,1,2018,0,0,5,5107476.8
17325,5,1,0,21598,10,7,1997,1,0,0,1737822.7
39104,19,1,1,92412,10,2,2017,1,0,0,3920958.7
11247,73,1,0,81369,9,2,2008,0,0,1,1129896.8
87000,62,0,0,45561,4,5,2008,1,0,6,8700807.8
99999,58,0,0,10477,3,4,2012,1,0,2,10006771.2
55888,81,1,0,69050,5,8,2011,1,1,6,5594957.1
75296,30,1,0,91673,2,1,2015,1,1,9,7535664.5
83512,8,1,1,49353,10,6,2005,1,0,8,8358211.5
22825,100,1,1,13201,9,6,1998,1,0,3,2289049.8
58287,71,0,0,61787,4,4,1996,0,0,4,5837331.6
91441,41,1,1,94085,2,3,2013,0,0,0,9155265.3
57564,64,0,0,90877,9,2,1999,0,1,6,5758203.9
82280,33,0,1,44585,1,1,2019,0,0,7,8235158.9
62646,36,1,1,69758,8,2,2005,0,0,8,6273246.5
50133,28,1,0,11572,4,9,2013,0,0,2,5019119.3
69719,11,1,1,96873,4,3,1993,1,0,2,6982744.3
81840,49,0,0,40158,1,4,1996,0,0,6,8186999.6
7851,22,1,1,82481,7,7,1992,1,1,3,793981.2
76564,95,0,0,62994,3,10,1999,0,0,0,7662557.9
2095,88,1,0,79779,6,10,1991,1,0,6,213708.1
13287,84,1,0,90025,3,10,2003,1,1,1,1335371.3
94457,17,1,0,64835,4,2,1991,0,0,8,9455820.1
96573,74,1,0,17971,4,6,1993,0,1,10,9664738.3
97898,60,1,0,99686,5,3,1991,1,1,2,9794464.1
18642,62,0,0,990,3,8,2013,1,1,7,1865856.3
52259,16,0,1,23742,9,6,2003,0,1,4,5236500.3
68362,77,0,0,95717,10,1,2006,0,0,1,6840206.6
66395,22,0,1,79008,1,6,2006,0,1,10,6647572.6
10590,74,0,0,22285,8,2,2013,1,0,4,1060141.3
51271,33,0,1,97623,6,8,2018,0,0,5,5133444.8
91436,7,1,0,78868,5,8,1997,0,0,7,9151236.7
68072,63,0,1,21153,2,2,2019,0,0,1,6812764.9
12172,12,0,0,86688,7,10,2007,0,0,7,1218235.7
34750,28,0,1,25225,9,9,1993,1,0,7,3478934.3
52832,46,0,1,1216,10,4,1993,0,1,10,5292504.3
87683,53,0,1,30308,3,3,1993,0,1,7,8774909.3
25145,2,1,1,24933,6,10,1998,0,0,8,2521346.8
18426,63,1,1,15208,2,3,1996,0,1,5,1854935.6
9381,96,0,0,12632,5,5,1998,1,0,1,943600.8
81658,27,0,1,42176,9,4,2008,0,1,6,8171711.8
10028,51,1,0,28865,1,6,2012,0,0,8,1009529.2
76352,55,1,1,58402,6,2,2006,1,0,1,7641804.6
21247,81,1,1,48858,6,5,2004,0,0,4,2136110.4
84805,15,0,1,29472,8,7,2004,1,1,9,8486115.4
8928,8,0,1,15140,4,3,2018,1,1,4,896505.8
14762,42,1,1,93672,1,7,2002,0,1,1,1484350.2
53454,14,0,1,59060,2,7,1996,1,0,1,5349280.6
35409,1,1,0,5631,8,1,1992,1,1,6,3546437.2
53161,42,1,0,7080,7,6,1993,1,0,2,5320392.3
12760,60,1,1,69267,5,3,2015,0,0,3,1284972.5
42826,38,0,0,64287,6,2,1998,1,0,0,4287076.8
58394,19,1,0,19251,6,3,2001,0,0,8,5848843.1
95143,90,0,0,35374,9,2,2010,1,1,1,9517871.0
46532,19,0,0,55537,10,8,2000,0,0,9,4661805.0
42272,11,0,0,2770,2,10,2009,0,1,3,4228013.9
42981,49,0,0,18351,10,5,2014,1,0,10,4300680.4
62384,72,1,0,60292,2,2,2005,1,0,1,6242453.5
81653,13,0,0,34493,3,2,2005,0,0,6,8166002.5
63278,60,1,0,11239,2,6,2011,1,1,6,6332923.1
95307,66,1,1,12824,2,4,1994,1,1,9,9537644.4
72545,96,1,1,11290,10,6,2021,1,0,0,7260052.1
66777,1,1,0,26797,5,9,1998,0,0,9,6685851.8
61001,41,1,0,73511,3,7,2013,1,1,1,6105043.3
65790,82,1,0,71245,2,5,1991,0,1,3,6589425.1
35948,75,0,0,44374,3,10,2008,0,0,6,3596039.8
54929,86,0,1,55322,8,7,2005,0,0,8,5498846.5
18397,59,0,0,6434,3,7,1990,0,1,4,1846201.0
4623,93,0,1,11227,3,10,2009,0,0,10,468494.9
58433,54,0,1,72133,10,9,2018,1,1,8,5848135.8
79767,86,1,0,89482,8,6,2013,0,1,6,7981643.3
58036,51,0,1,9043,7,9,2007,1,1,2,5809016.7
6051,77,0,0,77373,5,7,2015,1,0,5,612527.5
22703,41,0,0,4234,8,1,2018,0,1,0,2273445.8
29319,62,1,0,47216,5,3,2001,1,1,7,2939576.1
53722,26,1,1,82959,7,1,2021,0,1,3,5383626.1
32218,28,1,0,36128,1,4,2015,0,1,7,3225722.5
93288,90,1,0,48260,1,7,2002,0,0,4,9334856.2
30402,63,0,0,18703,8,9,2012,0,1,4,3043179.2
75632,43,1,1,52689,5,8,2002,0,0,2,7573328.2
34592,24,0,0,32228,1,7,1996,1,1,6,3467169.6
34304,54,0,0,66942,1,2,2003,1,0,6,3434850.3
21112,38,0,1,34073,4,2,2019,1,1,4,2121485.9
40266,100,0,1,96142,6,4,2009,0,1,8,4028831.9
93533,27,0,0,60496,5,5,2017,0,0,7,9356028.7
78672,59,1,1,93460,4,6,1995,0,0,8,7877999.5
47833,44,1,0,27128,10,7,2008,0,0,0,4791653.8
22142,11,0,0,76427,3,8,1995,0,0,7,2220957.5
19819,19,0,0,34411,10,10,2000,0,0,4,1984840.0
69967,32,0,0,7115,1,6,2012,1,0,4,6997746.2
28555,76,1,1,80056,5,9,2018,0,0,0,2860957.8
25881,89,1,1,30476,1,9,2004,0,1,4,2596473.4
81624,8,1,1,96626,9,1,2004,1,1,3,8169425.4
73943,29,1,1,80149,5,10,2005,1,1,8,7405498.5
78101,17,0,1,1451,2,1,1995,1,0,10,7814923.5
22162,14,0,1,84655,2,10,1994,0,1,9,2223268.4
72836,27,1,0,7994,8,8,2009,0,1,1,7289126.9
56614,98,0,0,32272,5,1,1997,1,0,4,5662574.7
838,30,1,1,23119,7,2,2003,1,0,6,92181.3
25946,84,1,0,64602,2,9,1999,0,1,0,2600384.9
17250,50,0,1,67364,7,3,2021,1,0,10,1734432.1
19387,17,0,0,18690,3,4,2020,0,1,6,1940788.0
36503,87,1,1,92021,1,10,2007,0,0,2,3659340.7
61752,62,0,1,42393,4,2,2018,0,0,5,6181908.8
25136,98,1,1,42440,2,7,2011,0,1,1,2520958.1
95989,44,1,1,91819,7,5,2017,1,1,6,9610818.7
27665,29,1,1,52092,5,10,2011,0,1,9,2771481.1
79169,22,0,0,28205,2,4,2010,0,1,4,7918220.0
69642,45,1,1,8723,7,9,2016,1,1,3,6974699.6
28727,45,0,1,17857,6,6,2001,1,0,0,2877589.1
88940,18,1,0,10114,5,1,2003,0,0,6,8896898.3
82978,41,0,0,81785,3,1,1997,0,0,3,8299837.7
22374,13,1,0,74626,10,5,2002,0,0,5,2244101.2
7169,65,1,0,37884,7,1,2003,1,0,4,722385.3
91380,23,0,1,66152,8,8,2015,0,1,2,9144773.5
20799,10,1,0,58358,2,8,2007,0,1,6,2084113.7
28446,94,1,1,97470,7,4,2010,0,1,6,2852653.0
81618,87,0,1,79006,9,5,2009,1,1,9,8170899.9
44513,63,0,1,57679,2,7,2004,0,1,5,4457308.4
66436,19,0,1,56455,10,3,2021,1,0,5,6650734.1
